,NODE_ID,geometry,LATITUDE,LONGITUDE
101,STATION102,POINT (-100.9278000199996 36.33951994600006),36.33951994600006,-100.9278000199996
102,STATION103,POINT (-101.8865727299997 33.584956493000014),33.584956493000014,-101.8865727299997
103,STATION104,POINT (-94.08599600000022 33.479859000000005),33.479859000000005,-94.08599600000022
104,STATION105,POINT (-94.16007844099984 33.29066886000001),33.29066886000001,-94.16007844099984
105,STATION106,POINT (-95.20040217899971 29.71635665499996),29.71635665499996,-95.20040217899971
106,STATION107,POINT (-102.20142967899966 30.932073994000078),30.932073994000078,-102.20142967899966
107,STATION108,POINT (-95.90051768999979 29.263795321000032),29.263795321000032,-95.90051768999979
108,STATION109,POINT (-100.07395589400001 32.44941896900011),32.44941896900011,-100.07395589400001
109,STATION110,POINT (-97.93242368800016 29.53733134399999),29.53733134399999,-97.93242368800016
110,STATION111,POINT (-97.71999172800031 30.250513963999968),30.250513963999968,-97.71999172800031
111,STATION112,POINT (-97.71977856499954 30.25096361300007),30.25096361300007,-97.71977856499954
112,STATION113,POINT (-96.72461767699991 33.364578923000124),33.364578923000124,-96.72461767699991
113,STATION114,POINT (-96.3110850000001 30.59158400000011),30.59158400000011,-96.3110850000001
114,STATION115,POINT (-93.762960468 30.052243838999967),30.052243838999967,-93.762960468
115,STATION116,POINT (-96.45918140199959 33.60121296900007),33.60121296900007,-96.45918140199959
116,STATION117,POINT (-102.13712723099985 36.06943991999998),36.06943991999998,-102.13712723099985
117,STATION118,POINT (-102.33744426800023 33.708114874000024),33.708114874000024,-102.33744426800023
118,STATION119,POINT (-99.50981571800045 34.248502708999986),34.248502708999986,-99.50981571800045
119,STATION120,POINT (-96.49980728499972 33.01311787200014),33.01311787200014,-96.49980728499972
120,STATION121,POINT (-102.31147728699986 33.58650129699997),33.58650129699997,-102.31147728699986
121,STATION122,POINT (-102.37178889900022 30.83297701399996),30.83297701399996,-102.37178889900022
122,STATION123,POINT (-95.53430230600016 29.586760857000115),29.586760857000115,-95.53430230600016
123,STATION124,POINT (-96.62456336900023 32.91274627399998),32.91274627399998,-96.62456336900023
124,STATION125,POINT (-94.91222503000004 29.689288731000012),29.689288731000012,-94.91222503000004
125,STATION126,POINT (-97.15852465499985 32.810789709000076),32.810789709000076,-97.15852465499985
126,STATION127,POINT (-102.427165615 34.31942768199999),34.31942768199999,-102.427165615
127,STATION128,POINT (-102.5566229289996 34.52872243500006),34.52872243500006,-102.5566229289996
128,STATION129,POINT (-102.31551714799991 34.84796158299998),34.84796158299998,-102.31551714799991
129,STATION130,POINT (-100.93926534099957 31.30779838699997),31.30779838699997,-100.93926534099957
130,STATION131,POINT (-98.26036600000008 33.83426199999999),33.83426199999999,-98.26036600000008
131,STATION132,POINT (-95.09055303699988 29.39170722299999),29.39170722299999,-95.09055303699988
132,STATION133,POINT (-95.31492721899988 32.63848078500007),32.63848078500007,-95.31492721899988
133,STATION134,POINT (-101.40439780200009 35.486627959),35.486627959,-101.40439780200009
134,STATION135,POINT (-95.9988649320001 32.81741920700001),32.81741920700001,-95.9988649320001
135,STATION136,POINT (-96.12583715399984 33.17028838600004),33.17028838600004,-96.12583715399984
136,STATION137,POINT (-101.80359400000034 31.520295000000015),31.520295000000015,-101.80359400000034
137,STATION138,POINT (-99.7547575240004 32.360059877000005),32.360059877000005,-99.7547575240004
138,STATION139,POINT (-94.80540945699961 32.332317924000066),32.332317924000066,-94.80540945699961
139,STATION140,POINT (-95.34983322999949 29.78390518599996),29.78390518599996,-95.34983322999949
140,STATION141,POINT (-95.8368045690004 32.23079125700006),32.23079125700006,-95.8368045690004
141,STATION142,POINT (-102.02577678400024 36.35722978000012),36.35722978000012,-102.02577678400024
142,STATION143,POINT (-102.32734171400017 33.75036495199998),33.75036495199998,-102.32734171400017
143,STATION144,POINT (-96.77199320899993 32.668164221),32.668164221,-96.77199320899993
144,STATION145,POINT (-95.12645320899958 29.820154632),29.820154632,-95.12645320899958
145,STATION146,POINT (-99.32426996999969 31.74008825100003),31.74008825100003,-99.32426996999969
146,STATION147,POINT (-95.83654799999982 32.23029600000011),32.23029600000011,-95.83654799999982
147,STATION148,POINT (-98.76910406999959 32.37284537000002),32.37284537000002,-98.76910406999959
148,STATION149,POINT (-97.22260698299978 32.80574209100009),32.80574209100009,-97.22260698299978
149,STATION150,POINT (-98.58959956100028 33.862132312000014),33.862132312000014,-98.58959956100028
150,STATION151,POINT (-96.58626730699957 33.004974371000095),33.004974371000095,-96.58626730699957
151,STATION152,POINT (-95.36519949000044 29.721185050000024),29.721185050000024,-95.36519949000044
152,STATION153,POINT (-94.64145240999969 32.37683800000011),32.37683800000011,-94.64145240999969
153,STATION154,POINT (-94.9437943080003 29.378378773000104),29.378378773000104,-94.9437943080003
154,STATION155,POINT (-94.94385093500026 29.378985187000087),29.378985187000087,-94.94385093500026
155,STATION156,POINT (-97.22255698300015 32.805596317000024),32.805596317000024,-97.22255698300015
156,STATION157,POINT (-98.34752711799977 32.07657140800009),32.07657140800009,-98.34752711799977
157,STATION158,POINT (-95.49769405399991 29.722089299999993),29.722089299999993,-95.49769405399991
158,STATION159,POINT (-96.53997405100031 28.651220028999955),28.651220028999955,-96.53997405100031
159,STATION160,POINT (-98.5768396590004 26.410861465000007),26.410861465000007,-98.5768396590004
160,STATION161,POINT (-97.31123999999969 29.12970999999998),29.12970999999998,-97.31123999999969
161,STATION162,POINT (-97.3108432079996 29.129187643000005),29.129187643000005,-97.3108432079996
162,STATION163,POINT (-97.26834125199994 32.82962685899997),32.82962685899997,-97.26834125199994
163,STATION164,POINT (-97.4667391780003 26.196006115000085),26.196006115000085,-97.4667391780003
164,STATION165,POINT (-98.30969323700025 32.65846405800006),32.65846405800006,-98.30969323700025
165,STATION166,POINT (-102.13628956299998 31.14259548299998),31.14259548299998,-102.13628956299998
166,STATION167,POINT (-94.64239388800011 32.386256536000104),32.386256536000104,-94.64239388800011
167,STATION168,POINT (-100.95429356299985 32.74703144599999),32.74703144599999,-100.95429356299985
168,STATION169,POINT (-96.43940335499984 33.19646567000007),33.19646567000007,-96.43940335499984
169,STATION170,POINT (-97.26849631499992 32.830225018000064),32.830225018000064,-97.26849631499992
170,STATION171,POINT (-102.43871594099984 31.83895745500013),31.83895745500013,-102.43871594099984
171,STATION172,POINT (-95.0906114890001 29.392300982000126),29.392300982000126,-95.0906114890001
172,STATION173,POINT (-96.97960251199987 32.73656971700008),32.73656971700008,-96.97960251199987
173,STATION174,POINT (-96.6443854389996 33.422495902999984),33.422495902999984,-96.6443854389996
174,STATION175,POINT (-96.1586674449997 33.63423421499997),33.63423421499997,-96.1586674449997
175,STATION176,POINT (-101.85403699999958 33.461792000000095),33.461792000000095,-101.85403699999958
176,STATION177,POINT (-96.56963500000009 32.845483999999956),32.845483999999956,-96.56963500000009
177,STATION178,POINT (-102.13227600000022 31.227115),31.227115,-102.13227600000022
178,STATION179,POINT (-96.23604088000036 33.58916743399999),33.58916743399999,-96.23604088000036
179,STATION180,POINT (-95.67007995000024 33.45747552900006),33.45747552900006,-95.67007995000024
180,STATION181,POINT (-94.06846316300025 30.055302121000075),30.055302121000075,-94.06846316300025
181,STATION182,POINT (-94.2153125120002 29.97292356600008),29.97292356600008,-94.2153125120002
182,STATION183,POINT (-101.84260131100004 33.86548222099997),33.86548222099997,-101.84260131100004
183,STATION184,POINT (-96.70978040999996 33.40050084100009),33.40050084100009,-96.70978040999996
184,STATION185,POINT (-102.55753789700002 33.458464390000096),33.458464390000096,-102.55753789700002
185,STATION186,POINT (-102.75767093399956 33.010305723),33.010305723,-102.75767093399956
186,STATION187,POINT (-99.97489249299974 32.30074651899996),32.30074651899996,-99.97489249299974
187,STATION188,POINT (-96.6617038499999 32.91365470200004),32.91365470200004,-96.6617038499999
188,STATION189,POINT (-95.20083970799982 29.71699643800002),29.71699643800002,-95.20083970799982
189,STATION190,POINT (-94.98946594199961 31.93897435800002),31.93897435800002,-94.98946594199961
190,STATION191,POINT (-94.98985379499995 31.939626331000117),31.939626331000117,-94.98985379499995
191,STATION192,POINT (-102.42455618899983 34.53022820399997),34.53022820399997,-102.42455618899983
192,STATION193,POINT (-100.4043984789999 31.463937719000068),31.463937719000068,-100.4043984789999
193,STATION194,POINT (-101.86239709700028 33.61380270700001),33.61380270700001,-101.86239709700028
194,STATION195,POINT (-94.93641917199986 32.30802957800011),32.30802957800011,-94.93641917199986
195,STATION196,POINT (-94.07162258999989 33.25935474200003),33.25935474200003,-94.07162258999989
196,STATION197,POINT (-95.08862586099977 29.69282288000003),29.69282288000003,-95.08862586099977
197,STATION198,POINT (-101.97796651099976 31.842232583000055),31.842232583000055,-101.97796651099976
198,STATION199,POINT (-101.41117834399971 35.713660860000104),35.713660860000104,-101.41117834399971
199,STATION200,POINT (-101.57490897900007 34.183999551),34.183999551,-101.57490897900007
200,STATION201,POINT (-95.25223227999984 29.77853351000005),29.77853351000005,-95.25223227999984
201,STATION202,POINT (-97.72141095399994 30.249400742999974),30.249400742999974,-97.72141095399994
202,STATION203,POINT (-101.84222660799966 33.603632846),33.603632846,-101.84222660799966
203,STATION204,POINT (-94.06839699999996 30.05450200000013),30.05450200000013,-94.06839699999996
204,STATION205,POINT (-96.45243716999987 33.06795292399999),33.06795292399999,-96.45243716999987
205,STATION206,POINT (-93.9583562679996 29.94140607700007),29.94140607700007,-93.9583562679996
206,STATION207,POINT (-93.75736700100008 30.055371321000074),30.055371321000074,-93.75736700100008
207,STATION208,POINT (-96.76145300000023 32.93964200000003),32.93964200000003,-96.76145300000023
208,STATION209,POINT (-97.3351358080001 32.762743105000006),32.762743105000006,-97.3351358080001
209,STATION210,POINT (-97.13471446499977 28.894902253999966),28.894902253999966,-97.13471446499977
210,STATION211,POINT (-102.4557451490001 33.44636996799996),33.44636996799996,-102.4557451490001
211,STATION212,POINT (-98.61162266800004 33.135173325000025),33.135173325000025,-98.61162266800004
212,STATION213,POINT (-98.61109683500007 33.134508126000085),33.134508126000085,-98.61109683500007
213,STATION214,POINT (-95.07125880099957 29.72053248499998),29.72053248499998,-95.07125880099957
214,STATION215,POINT (-97.19995833900013 33.70060288200007),33.70060288200007,-97.19995833900013
215,STATION216,POINT (-97.70474325800011 32.88760732100011),32.88760732100011,-97.70474325800011
216,STATION217,POINT (-98.25715455900037 30.55591817800009),30.55591817800009,-98.25715455900037
217,STATION218,POINT (-98.25760070800038 30.55517578600007),30.55517578600007,-98.25760070800038
218,STATION219,POINT (-93.7713900000003 30.044399999999964),30.044399999999964,-93.7713900000003
219,STATION220,POINT (-95.10907201599994 29.815871571999953),29.815871571999953,-95.10907201599994
220,STATION221,POINT (-96.54859538400014 32.837354960000006),32.837354960000006,-96.54859538400014
221,STATION222,POINT (-96.54769957299985 32.83697955999997),32.83697955999997,-96.54769957299985
222,STATION223,POINT (-97.28607621499997 32.64478707000009),32.64478707000009,-97.28607621499997
223,STATION224,POINT (-102.35147673599994 31.461891312999956),31.461891312999956,-102.35147673599994
224,STATION225,POINT (-98.48461475499984 33.89719888999998),33.89719888999998,-98.48461475499984
225,STATION226,POINT (-95.15655020000021 33.406183428000126),33.406183428000126,-95.15655020000021
226,STATION227,POINT (-95.3992895660002 29.703737341000064),29.703737341000064,-95.3992895660002
227,STATION228,POINT (-97.22445991200019 32.90590646600002),32.90590646600002,-97.22445991200019
228,STATION229,POINT (-106.44617937500036 31.86116811599999),31.86116811599999,-106.44617937500036
229,STATION230,POINT (-96.89129404999964 32.704575880000085),32.704575880000085,-96.89129404999964
230,STATION231,POINT (-96.33340099999972 30.585781000000104),30.585781000000104,-96.33340099999972
231,STATION232,POINT (-93.76919400000016 30.05092200000006),30.05092200000006,-93.76919400000016
232,STATION233,POINT (-93.72060000000022 30.1525),30.1525,-93.72060000000022
233,STATION234,POINT (-96.36813148700024 33.628929292000116),33.628929292000116,-96.36813148700024
234,STATION235,POINT (-96.36760000000027 33.628139999999966),33.628139999999966,-96.36760000000027
235,STATION236,POINT (-98.4187305569997 29.530190357000038),29.530190357000038,-98.4187305569997
236,STATION237,POINT (-95.69829653400022 33.63253731300008),33.63253731300008,-95.69829653400022
237,STATION238,POINT (-106.49853541700044 31.769145299000122),31.769145299000122,-106.49853541700044
238,STATION239,POINT (-101.58653288399981 36.49616313900002),36.49616313900002,-101.58653288399981
239,STATION240,POINT (-97.22450815100004 32.90598558099999),32.90598558099999,-97.22450815100004
240,STATION241,POINT (-95.00468418299971 29.734490360000002),29.734490360000002,-95.00468418299971
241,STATION242,POINT (-101.74530649200007 35.28352506499996),35.28352506499996,-101.74530649200007
242,STATION243,POINT (-97.52232017599991 25.913694200000098),25.913694200000098,-97.52232017599991
243,STATION244,POINT (-94.90336511800017 29.772789386999992),29.772789386999992,-94.90336511800017
244,STATION245,POINT (-94.9032705700003 29.77179367600012),29.77179367600012,-94.9032705700003
245,STATION246,POINT (-96.54127797100001 31.52118015400001),31.52118015400001,-96.54127797100001
246,STATION247,POINT (-97.06087600000028 32.93301200000006),32.93301200000006,-97.06087600000028
247,STATION248,POINT (-97.42700295600018 27.81429832200009),27.81429832200009,-97.42700295600018
248,STATION249,POINT (-95.67021208799957 33.45566321600012),33.45566321600012,-95.67021208799957
249,STATION250,POINT (-96.6251558540002 32.91279148400002),32.91279148400002,-96.6251558540002
250,STATION251,POINT (-101.42289534600003 32.275140125000135),32.275140125000135,-101.42289534600003
251,STATION252,POINT (-96.4647673430003 30.651901007999967),30.651901007999967,-96.4647673430003
252,STATION253,POINT (-95.12629284700033 29.819346376999988),29.819346376999988,-95.12629284700033
253,STATION254,POINT (-96.06750251499975 33.38784831500001),33.38784831500001,-96.06750251499975
254,STATION255,POINT (-93.93045541900032 29.962668607000065),29.962668607000065,-93.93045541900032
255,STATION256,POINT (-93.92974000000018 29.963500000000067),29.963500000000067,-93.92974000000018
256,STATION257,POINT (-95.67059074100005 33.45626696099996),33.45626696099996,-95.67059074100005
257,STATION258,POINT (-100.35113690900035 32.43793642000001),32.43793642000001,-100.35113690900035
258,STATION259,POINT (-101.42273617499976 32.27429388800002),32.27429388800002,-101.42273617499976
259,STATION260,POINT (-96.9856008140002 31.464723795000083),31.464723795000083,-96.9856008140002
260,STATION261,POINT (-97.61619317499976 27.84516493500014),27.84516493500014,-97.61619317499976
261,STATION262,POINT (-102.68375341500031 32.754358110000055),32.754358110000055,-102.68375341500031
262,STATION263,POINT (-95.15409172499957 29.818942297000035),29.818942297000035,-95.15409172499957
263,STATION264,POINT (-95.52250138699992 30.437780212999968),30.437780212999968,-95.52250138699992
264,STATION265,POINT (-98.59075601699989 33.86217576899998),33.86217576899998,-98.59075601699989
265,STATION266,POINT (-97.19653335499973 31.488107823000096),31.488107823000096,-97.19653335499973
266,STATION267,POINT (-95.1811662599999 29.587621952000088),29.587621952000088,-95.1811662599999
267,STATION268,POINT (-97.7940701 33.264734499999975),33.264734499999975,-97.7940701
268,STATION269,POINT (-100.92554714800013 35.25551332499997),35.25551332499997,-100.92554714800013
269,STATION270,POINT (-94.05532537600017 29.97484730200012),29.97484730200012,-94.05532537600017
270,STATION271,POINT (-100.32906599999966 36.44370200000002),36.44370200000002,-100.32906599999966
271,STATION272,POINT (-94.95128465000023 29.757449318999967),29.757449318999967,-94.95128465000023
272,STATION273,POINT (-96.90769112499966 32.467974471),32.467974471,-96.90769112499966
273,STATION274,POINT (-95.93793300900023 28.78505598499998),28.78505598499998,-95.93793300900023
274,STATION275,POINT (-97.86867961999972 30.242966000000006),30.242966000000006,-97.86867961999972
275,STATION276,POINT (-98.43837971200043 33.91486733499996),33.91486733499996,-98.43837971200043
276,STATION277,POINT (-96.54654239199962 32.8363805880001),32.8363805880001,-96.54654239199962
277,STATION278,POINT (-101.42238999999998 32.27317999999999),32.27317999999999,-101.42238999999998
278,STATION279,POINT (-98.38427399599975 29.258223486000137),29.258223486000137,-98.38427399599975
279,STATION280,POINT (-98.38405000000029 29.257050000000014),29.257050000000014,-98.38405000000029
280,STATION281,POINT (-95.5574545929998 33.69797904699998),33.69797904699998,-95.5574545929998
281,STATION282,POINT (-97.20357763499968 26.072677573000096),26.072677573000096,-97.20357763499968
282,STATION283,POINT (-95.61787628700029 29.77087889699997),29.77087889699997,-95.61787628700029
283,STATION284,POINT (-102.55836299099968 33.45847692100007),33.45847692100007,-102.55836299099968
284,STATION285,POINT (-98.3724342040001 33.20311140399997),33.20311140399997,-98.3724342040001
285,STATION286,POINT (-97.01039974900006 28.787966874999988),28.787966874999988,-97.01039974900006
286,STATION287,POINT (-97.01044257999996 28.78675810900011),28.78675810900011,-97.01044257999996
287,STATION288,POINT (-101.13839528300015 29.748036032000083),29.748036032000083,-101.13839528300015
288,STATION289,POINT (-96.66413116099974 32.77686194000007),32.77686194000007,-96.66413116099974
289,STATION290,POINT (-96.66281238600038 32.77723565899998),32.77723565899998,-96.66281238600038
290,STATION291,POINT (-99.70013852999968 32.359565483000004),32.359565483000004,-99.70013852999968
291,STATION292,POINT (-96.98519856899995 32.73157416999998),32.73157416999998,-96.98519856899995
292,STATION293,POINT (-98.48472551200037 28.94791037199997),28.94791037199997,-98.48472551200037
293,STATION294,POINT (-96.58425500199976 32.84926265899997),32.84926265899997,-96.58425500199976
294,STATION295,POINT (-94.92249658100025 29.750545930000136),29.750545930000136,-94.92249658100025
295,STATION296,POINT (-94.92311999999998 29.75164999999999),29.75164999999999,-94.92311999999998
296,STATION297,POINT (-102.32605897400035 31.839021152000033),31.839021152000033,-102.32605897400035
297,STATION298,POINT (-102.32740197099966 31.83863264000013),31.83863264000013,-102.32740197099966
298,STATION299,POINT (-106.41984918500027 31.78422654000012),31.78422654000012,-106.41984918500027
299,STATION300,POINT (-98.74117453299989 26.45235557000001),26.45235557000001,-98.74117453299989
300,STATION301,POINT (-97.97349553500032 29.59307189700013),29.59307189700013,-97.97349553500032
301,STATION302,POINT (-101.42207118399976 32.27321569200011),32.27321569200011,-101.42207118399976
302,STATION303,POINT (-100.39228460500001 29.324610903999965),29.324610903999965,-100.39228460500001
303,STATION304,POINT (-101.79238440100013 33.520756995999974),33.520756995999974,-101.79238440100013
304,STATION305,POINT (-101.53505157500027 31.185583838000113),31.185583838000113,-101.53505157500027
305,STATION306,POINT (-95.5319324979996 29.941414464999976),29.941414464999976,-95.5319324979996
306,STATION307,POINT (-95.53224182799974 29.940177145000142),29.940177145000142,-95.53224182799974
307,STATION308,POINT (-96.11335001799972 31.890153329999986),31.890153329999986,-96.11335001799972
308,STATION309,POINT (-96.11189157999985 31.890258211999964),31.890258211999964,-96.11189157999985
309,STATION310,POINT (-95.25785496800032 29.460345032000077),29.460345032000077,-95.25785496800032
310,STATION311,POINT (-94.67974057999963 31.35938294000001),31.35938294000001,-94.67974057999963
